,中文,English
9603,扯平,Even
9604,察觉到,Perceive
9605,盔甲,armor
9606,乖孩子,Good boy
9607,公鸡,Rooster
9608,天主教徒,Catholic
9609,很烂,Very bad
9610,丽,Korea
9611,回信,reply
9612,铅笔,pencil
9613,小声,Whisper
9614,善于,Good at
9615,乔希,Josh
9616,顽固,stubborn
9617,彩排,dress rehearsal
9618,恰好,exactly
9619,屁事,Shit
9620,短裤,shorts
9621,中文,Chinese
9622,没钱,No money
9623,冷酷,Cold
9624,責任,Responsibility
9625,警,police
9626,选出,Select
9627,凉爽,cool
9628,联调,Joint debugging
9629,招牌,Shop sign
9630,勋爵,Lord
9631,送命,Death
9632,受损,Damaged
9633,电视节目,TV Shows
9634,兜风,Take a ride
9635,偷听,Eavesdropping
9636,螃蟹,Crab
9637,啰嗦,Wordy
9638,再用,Reuse
9639,冬季,winter
9640,上钩,Take the Hook
9641,揪,Pull
9642,登场,Debut
9643,酸奶,yogurt
9644,榜样,example
9645,场地,site
9646,布莱斯,Bryce
9647,共和党,republican party
9648,簆,Wall
9649,融合,Fusion
9650,降,drop
9651,乐器,Musical Instruments
9652,肋骨,rib cage
9653,心愿,wish
9654,理念,idea
9655,行李箱,suitcase
9656,胸罩,bra
9657,鸡鸡,Cock
9658,样品,sample
9659,管制,control
9660,屁话,shit
9661,精细,fine
9662,祝您,Best wishes to you
9663,佐,Zuo
9664,東尼,Tony
9665,去向,Where to go
9666,隆,Long
9667,邮局,post office
9668,巨,huge
9669,视觉,Vision
9670,不應,No
9671,辣椒,chili
9672,金刚,King Kong
9673,准许,permit
9674,南边,South
9675,感应,induction
9676,培训,Training
9677,哑巴,Dumb
9678,伊尔,Il
9679,鲍伯,Bob
9680,那帮,That gang
9681,蕩,Swing
9682,谱,Spectrum
9683,炸毁,Blow up
9684,氨,ammonia
9685,头晕,Dizziness
9686,未能,Failed
9687,没戏,No chance
9688,強,Strong
9689,郁闷,depressed
9690,尤金,Eugene
9691,下方,Below
9692,都还没,Not yet
9693,相识,acquaintance
9694,兰迪,Randy
9695,洪水,flood
9696,理所当然,Take it for granted
9697,刻,carve
9698,格伦,Glenn
9699,野外,field
9700,部下,subordinates
9701,胜,Win
9702,虚伪,hypocritical
9703,奥斯汀,Austin
9704,说说看,Tell me
9705,夺取,Seize
9706,至关重要,Crucial
9707,這對,This pair
9708,尸,corpse
9709,透明,transparent
9710,赛门,Simon
9711,倾诉,Talk
9712,離婚,divorce
9713,本周,This week
9714,真人,Real People
9715,象是,Elephant
9716,我方,Our side
9717,性行为,Sexual Behavior
9718,聆听,Listen
9719,指挥部,Headquarters
9720,财务,finance
9721,很爽,Very cool
9722,弄伤,Injury
9723,有车,Have a car
9724,美极了,Gorgeous
9725,前男友,Ex-Boyfriend
9726,监管,Regulation
9727,卢比,rupee
9728,冰河,Glacier
9729,利兹,Leeds
9730,证物,exhibit
9731,真得,Really
9732,读者,reader
9733,去一趟,Go for a trip
9734,打住,Stop
9735,教官,Instructor
9736,出轨,Cheating
9737,荒野,wilderness
9738,周年,anniversary
9739,办好,Do it well
9740,认不出,Unrecognizable
9741,别怪,Don't blame
9742,白白,in vain
9743,郊区,suburbs
9744,捍卫,defend
9745,煎熬,torment
9746,统统,all
9747,刑事,criminal
9748,泥土,soil
9749,我問,I asked
9750,当面,in person
9751,搅,stir
9752,就绪,Ready
9753,承認,recognize
9754,小熊,Bear
9755,僊,Fairy
9756,葬,burial
9757,指使,Instruct
9758,奥利,Ollie
9759,吐出来,Spit it out
9760,失手,Missed
9761,宙斯,Zeus
9762,足夠,enough
9763,扒,Grilled
9764,茱莉,Julie
9765,不足以,Not enough
9766,意味,mean
9767,结实,solid
9768,放走,Let go
9769,书籍,books
9770,犯傻,Be silly
9771,争执,dispute
9772,画廊,gallery
9773,安东尼奥,Antonio
9774,耽搁,delay
9775,旅,trip
9776,脱下来,Take it off
9777,快回去,Go back soon
9778,别着急,Don't worry
9779,无用,useless
9780,种类,type
9781,弗兰基,Frankie
9782,對方,The other party
9783,诡计,trick
9784,体型,body shape
9785,犧牲,Sacrifice
9786,新世界,New World
9787,那片,That piece
9788,父,father
9789,習慣,Habit
9790,合作伙伴,Partners
9791,跺,Stomp
9792,拿回去,Take it back
9793,之神,god
9794,各种各样,Various
9795,灵,spirit
9796,六月,June
9797,大城市,Big cities
9798,相见,Meet
9799,拍档,Partner
9800,体,body
9801,扫兴,Spoiler
9802,瑟夫,Joseph
9803,同情心,Compassion
9804,女主角,Actress
9805,神龙,Shenlong
9806,与你同在,With you
9807,盗窃,theft
9808,维特,Witt
9809,蕾丝,Lace
9810,钟声,Bells
9811,我應,I should
9812,原子,atom
9813,并不需要,Not necessary
9814,布拉格,Prague
9815,卡莉,Carly
9816,主宰,dominate
9817,扔出去,Throw it out
9818,科斯,Kos
9819,精致,Exquisite
9820,说说话,Talk
9821,抱住,Hold
9822,特色,feature
9823,照亮,illuminate
9824,百老汇,Broadway
9825,绞死,Hanged
9826,显而易见,Obvious
9827,雾,fog
9828,冲着,Towards
9829,粉色,pink
9830,兑现,cash
9831,龙卷风,tornado
9832,城墙,City Wall
9833,寿司,sushi
9834,这不关,This is not related
9835,逛逛,Wander around
9836,垛,pile
9837,委托,Delegation
9838,护理,Nursing
9839,前去,Go
9840,娃,baby
9841,疗法,therapy
9842,西瓜,watermelon
9843,想不出,Can't think of
9844,矿工,miner
9845,矗,stand
9846,分数,Fraction
9847,皇冠,crown
9848,具,Tool
9849,阿布,Abu
9850,米兰达,Miranda
9851,探,Exploration
9852,虚假,false
9853,激光,laser
9854,告密,Snitch
9855,寺,Temple
9856,太紧,Too tight
9857,妳在,You are
9858,标题,title
9859,瞎说,Nonsense
9860,多管闲事,have a finger in the pie
9861,慢走,Slow Walk
9862,前一天,The day before
9863,干预,Intervention
9864,快些,Faster
9865,涉嫌,Suspected
9866,举手,Raise your hand
9867,礼,present
9868,持枪,Holding a gun
9869,幸亏,Fortunately
9870,芭蕾,Ballet
9871,福克斯,Fox
9872,进水,Water Intake
9873,快來,Come soon
9874,房客,tenant
9875,里根,Reagan
9876,一事,One thing
9877,空白,blank
9878,黑道,The underworld
9879,光辉,Radiance
9880,诈骗,Scams
9881,找麻烦,Looking for trouble
9882,配方,formula
9883,占有,Possession
9884,提姆,Tim
9885,沃,fertile
9886,暫時,temporary
9887,门票,Tickets
9888,温和,mild
9889,丽贝卡,Rebecca
9890,接替,succeed
9891,向着,Towards
9892,兜,pocket
9893,報,Report
9894,具备,have
9895,交配,mating
9896,兽医,veterinary
9897,伯父,uncle
9898,门上,On the door
9899,书房,study
9900,突出,protrude
9901,時刻,Time
9902,要生,To give birth
9903,教徒,Christians
9904,祂,He
9905,伴娘,Bridesmaids
9906,斩,cut
9907,深感,Deeply
9908,快活,happy
9909,反复,repeatedly
9910,路德,Luther
9911,副本,Instances
9912,窗子,window
9913,天性,nature
9914,一開始,At the beginning
9915,雨水,rainwater
9916,扰乱,disturb
9917,多重,multiple
9918,胆小,timid
9919,纽,New
9920,上星期,last week
9921,底线,Bottom Line
9922,橡胶,rubber
9923,晕倒,faint
9924,鸭,duck
9925,智商,IQ
9926,打爆,Blast
9927,哋,How
9928,丹麦,Denmark
9929,投手,pitcher
9930,长城,Great Wall
9931,正点,Punctuality
9932,像样,decent
9933,手头,On hand
9934,后方,rear
9935,伞,umbrella
9936,信用,Credit
9937,海面,Sea surface
9938,头骨,skull
9939,高尔夫,Golf
9940,之手,Hand
9941,心理学,psychology
9942,盟军,Allied Forces
9943,伸手,Reach out
9944,看望,visit
9945,侠,Hero
9946,争夺,Scramble
9947,锤子,hammer
9948,辜负,Fail
9949,一輩子,A lifetime
9950,录音带,Audio tape
9951,篇,Articles
9952,万能,universal
9953,尼古拉,Nicola
9954,刑警,Criminal Police
9955,靡,extravagant
9956,出钱,Pay
9957,许可证,license
9958,槽,groove
9959,延长,extend
9960,提案,proposal
9961,发短信,Send SMS
9962,过不去,make life difficult for
9963,偏,Bias
9964,拉丁,Latin
9965,进晚餐,Dinner
9966,姊妹,sisters
9967,法子,Method
9968,视力,vision
9969,不來,Not coming
9970,刷牙,brush teeth
9971,導演,Director
9972,同类,similar
9973,伊斯,Is
9974,避难所,refuge
9975,艾米莉,Emily
9976,直线,straight line
9977,眨眼,Blink
9978,放置,place
9979,眼睁睁,Watch
9980,在座,Present
9981,从头开始,Start from scratch
9982,十岁,Ten years old
9983,剂,Agent
9984,科夫,Cove
9985,顶部,top
9986,室内,indoor
9987,染上,Infected
9988,公公,Father-in-law
9989,吧台,Bar
9990,懒得,Too lazy
9991,为荣,Proud
9992,全能,All-rounder
9993,发来,Sent
9994,時代,Era
9995,淋浴,shower
9996,權利,Rights
9997,实行,Implementation
9998,法则,law
9999,认,recognize
10000,雕塑,sculpture
10001,冰川,glacier
10002,輸,Lose
10003,穆罕默德,Muhammad
10004,领导者,Leaders
10005,占用,Occupancy
10006,多米尼克,Dominica
10007,服侍,serve
10008,安眠药,Sleeping pills
10009,然後我,Then I
10010,繁荣,Prosperity
10011,升高,Elevated
10012,共产主义,Communism
10013,群岛,Islands
10014,艾莉森,Alison
10015,起源,origin
10016,怎办,What to do
10017,尚,still
10018,纪律,discipline
10019,向来,always
10020,换掉,Replace
10021,大力,vigorously
10022,加倍,double
10023,匈牙利,Hungary
10024,三分,Three Points
10025,不妨,May as well
10026,都市,city
10027,朴,Park
10028,真快,Really fast
10029,五岁,Five years old
10030,伊莎贝拉,Isabella
10031,查明,Find out
10032,手电筒,flashlight
10033,地去,Go
10034,美貌,Beauty
10035,东边,East
10036,五号,Number Five
10037,增援,reinforce
10038,塚,Tomb
10039,越狱,prison Break
10040,格兰特,Grant
10041,炸彈,Bomb
10042,小妹,Little sister
10043,认输,Admit defeat
10044,硬盘,harddisk
10045,当下,Now
10046,四号,Number Four
10047,羆,未分
10048,皮带,belt
10049,麦特,Matt
10050,捞,Fishing
10051,劳动,labor
10052,犹大,Judah
10053,有時,Sometimes
10054,何况,What's more
10055,挑起,Provoke
10056,更为,More
10057,扩张,expansion
10058,一个个,One by one
10059,来往,Contact
10060,有次,Once
10061,重返,return
10062,偉大,Great
10063,留住,Retention
10064,舊,Old
10065,司法,judicial
10066,坚果,nut
10067,員,Member
10068,毛骨悚然,Creepy
10069,流星,meteor
10070,无法控制,No control
10071,罗伯,Rob
10072,兼职,part time
10073,女主人,hostess
10074,作风,style
10075,留个,Leave a
10076,睡一觉,Get some sleep
10077,琴子,Kotoko
10078,太难,Too difficult
10079,嗓音,Voice
10080,不好受,Not feeling well
10081,去掉,Remove
10082,阿拉伯人,Arab
10083,身手,skill
10084,三倍,three times
10085,距,distance
10086,巴克斯,Bacchus
10087,深渊,abyss
10088,流泪,Tears
10089,好感,Favorability
10090,漂浮,float
10091,路口,intersection
10092,重伤,Seriously injured
10093,亲眼看到,See it with your own eyes
10094,一团,A group
10095,姐夫,Brother-in-law
10096,邓,Deng
10097,大个子,Big Guy
10098,挂断,hang up
10099,余地,room
10100,伯纳,Bernard
10101,豆,bean
10102,吉恩,Jean
10103,好歹,Anyway
10104,扑克,poker
10105,附身,Possessed
10106,運,Luck
10107,痒,itch
10108,交朋友,Make friends
10109,这部分,This part
10110,力克斯,Lux
10111,尿布,diaper
10112,我常,I often
10113,阿姆斯特丹,Amsterdam
10114,韦,Wei
10115,回话,answer
10116,猫王,Elvis
10117,赛马,race
10118,鬼话,Ghost
10119,散开,spread
10120,以為,Thought
10121,詹,Zhan
10122,护卫,Guard
10123,倒计时,Countdown
10124,造就,Create
10125,消耗,Consumption
10126,敲诈,blackmail
10127,跳过,jump over
10128,绝,Absolutely
10129,延续,continue
10130,闹着玩,Just for fun
10131,艾莉丝,Alice
10132,玩偶,doll
10133,战俘,Prisoners of War
10134,這才,This is
10135,照着,According to
10136,车门,Car door
10137,夥計們,Guys
10138,井,well
10139,停火,Ceasefire
10140,麦斯,Max
10141,绳索,rope
10142,出品,Produced
10143,冷漠,indifferent
10144,赎罪,Atonement
10145,凶杀案,Homicide
10146,西边,West
10147,克莱儿,Claire
10148,平息,calm
10149,上楼去,Go upstairs
10150,早起,Get up early
10151,搭配,Matching
10152,捐赠,Donate
10153,维也纳,Vienna
10154,第八,eighth
10155,樹,Tree
10156,矹,矹
10157,住宅,Residential
10158,臀,Hip
10159,绘画,painting
10160,强行,force
10161,狝,Hunt
10162,枪战,Shootout
10163,交到,Hand in
10164,公务员,Civil servants
10165,日志,log
10166,终生,lifelong
10167,来时,When coming
10168,猁,Lynx
10169,此时此刻,Right now
10170,技術,Technology
10171,旗帜,banner
10172,不大,Not big
10173,帽,cap
10174,为所欲为,Do whatever you want
10175,測試,Test
10176,机动,Maneuverability
10177,以來,Since
10178,傍晚,evening
10179,甘,sweet
10180,旅行者,Traveler
10181,他会来,He will come
10182,一页,One page
10183,锁门,Lock the door
10184,驹,Colt
10185,罗斯福,Roosevelt
10186,不堪,Unbearable
10187,野生,wild
10188,首要,First
10189,按时,on time
10190,旅店,Hotels
10191,不必要,unnecessary
10192,百分之百,hundred percent
10193,毒蛇,Viper
10194,腦袋,Head
10195,辛普森,The Simpsons
10196,示威,Demonstrations
10197,弄坏了,Broken
10198,基金会,foundation
10199,埃德,Ed
10200,毁坏,destruction
10201,讲故事,Storytelling
10202,斯特拉,Stella
10203,人員,Personnel
10204,问得,Ask
10205,点事,Something
10206,主张,Claim
10207,小船,boat
10208,战后,Postwar
10209,逮,catch
10210,胡萝卜,carrot
10211,娘们,Women
10212,太陽,Sun
10213,奈德,Ned
10214,泪水,Tears
10215,露意丝,Louise
10216,开场,Opening
10217,流逝,Passing
10218,坚持下去,Keep at it
10219,錯過,Miss
10220,战利品,Loot
10221,彼特,Peter
10222,差事,Errands
10223,含,Contains
10224,大妈,Aunt
10225,生下,Give birth
10226,玛丽安,Marianne
10227,阿伦,Allen
10228,比方说,For example
10229,剧场,theater
10230,两件,Two pieces
10231,暴动,riot
10232,瓦尔,Val
10233,建筑师,architect
10234,有益,Beneficial
10235,大大,Big
10236,架子,shelf
10237,少尉,second lieutenant
10238,太累,Too tired
10239,华莱士,Wallace
10240,开来,Open
10241,开拍,Start shooting
10242,格利,Gurley
10243,高興見,Nice to see you
10244,外部,external
10245,昏倒,faint
10246,真像,True image
10247,马子,Ma Zi
10248,口中,Mouth
10249,击倒,knock down
10250,許是,Maybe
10251,剃,shave
10252,内战,civil war
10253,教过,Taught
10254,洗洗,Wash
10255,签证,visa
10256,果酱,jam
10257,凶案,Murder
10258,探测器,detector
10259,高跟鞋,High heel
10260,收手,Stop
10261,鞠躬,bow
10262,职务,Position
10263,张嘴,Open your mouth
10264,服務,service
10265,牵,Pull
10266,心痛,Heartache
10267,申請,Apply
10268,多事,eventful
10269,不然的话,otherwise
10270,路克,Luke
10271,手提箱,suitcase
10272,熄灭,Off
10273,拇指,thumb
10274,到场,turn up
10275,火辣,Hot
10276,集中精力,Focus
10277,嫁給,Marry
10278,飞去,Fly away
10279,去查,Go check
10280,品质,quality
10281,這條,This
10282,带个,Bring a
10283,社会主义,socialism
10284,出演,Starring
10285,大方,Generous
10286,飞过,Fly by
10287,诺斯,North
10288,最为,most
10289,好極,Excellent
10290,鬧,Noise
10291,坚决,Determined
10292,卖命,Sell ​​your life
10293,当前,current
10294,大惊小怪,Making a fuss
10295,支持者,supporter
10296,希拉,Sheila
10297,之心,Heart
10298,大嫂,Sister-in-law
10299,一如既往,as always
10300,春,spring
10301,還說,Also said
10302,用处,usefulness
10303,款待,Hospitality
10304,这头,This side
10305,复原,recovery
10306,水上,On the water
10307,說明,instruction
10308,尼基,Nikki
10309,乞求,Begging
10310,让步,concession
10311,钉子,nail
10312,姊姊,sister
10313,暗中,In the dark
10314,无名,nameless
10315,用户,user
10316,窃听器,Eavesdropping Device
10317,压根,At all
10318,随你便,as you like
10319,可言,Can say
10320,那句话,That sentence
10321,尖,tip
10322,罐,Can
10323,十五分钟,15 minutes
10324,冻死,freeze to death
10325,难听,Unpleasant
10326,爆米花,Popcorn
10327,大衛,David
10328,曹,Cao
10329,疤痕,scar
10330,級,Level
10331,驾车,drive
10332,加利福尼亚,California
10333,这身,This body
10334,薇薇安,Vivian
10335,微不足道,negligible
10336,谈起,Talk about
10337,依据,in accordance with
10338,北极熊,Polar Bear
10339,热烈,warm
10340,愈,Heal
10341,执法,law enforcement
10342,大佬,Big Brother
10343,关押,Detention
10344,龙舌兰,Agave
10345,懷孕,pregnant
10346,上山,Going up the mountain
10347,预订,Book now
10348,曼尼,Manny
10349,芭比,Barbie
10350,的确如此,Indeed
10351,实习,practice
10352,机车,locomotive
10353,臭味,Bad smell
10354,反射,reflection
10355,觉醒,Awakening
10356,资本主义,Capitalism
10357,免,waived
10358,回不来,Can't come back
10359,子宫,Uterus
10360,分局,Branch Office
10361,内脏,Internal organs
10362,巢穴,nest
10363,消化,Digestion
10364,录取,Admission
10365,微小,small
10366,舞步,Dance steps
10367,起火,Fire
10368,快进去,Come in
10369,淡定,Calm
10370,羘,Silent
10371,添,add
10372,木材,wood
10373,通宵,overnight
10374,脑部,Brain
10375,温泉,spa
10376,實在,Real
10377,头衔,title
10378,会议室,Meeting Room
10379,吓跑,Scare away
10380,鸟类,birds
10381,用过,Used
10382,山里,Mountain
10383,控制室,Control Room
10384,巴顿,Barton
10385,把柄,handle
10386,地表,Surface
10387,手工,manual
10388,艾丽西娅,Alicia
10389,安吉,Anji
10390,奖章,medal
10391,百分百,100%
10392,尼克斯,Knicks
10393,初步,Preliminary
10394,镇静剂,sedative
10395,咖啡店,Coffee Shop
10396,思,think
10397,骑兵,cavalry
10398,拿手,good
10399,一百年,One hundred years
10400,湿透,Soaked
10401,仙女,Fairy
10402,这名,This name
10403,节省,save
10404,双腿,Legs
10405,地道,typical
10406,一路上,Along the way
10407,襲擊,Attack
10408,朱丽叶,Juliet
10409,取回,retrieve
10410,风趣,Funny
10411,特拉,Terra
10412,吗啡,morphine
10413,体温,body temperature
10414,西西里,Sicily
10415,炸死,Explosion
10416,准圆,Quasi-circular
10417,项,item
10418,应有,due
10419,机师,Pilot
10420,逍遥法外,At large
10421,骨,bone
10422,永别,Farewell
10423,换句话说,in other words
10424,一碗,bowl
10425,讨好,Please
10426,家门,Home
10427,衡,Balance
10428,彩票,Lottery
10429,会谈,talks
10430,同盟,alliance
10431,尤里,Yuri
10432,不留,Do not stay
10433,弗罗,Fro
10434,這不,This is not
10435,陪审员,Juror
10436,額,Um
10437,生效,Effective
10438,渴,thirsty
10439,置信,Confidence
10440,巴克利,Buckley
10441,屁屁,Fart
10442,足迹,Footprints
10443,一心,One Heart
10444,那得,That's
10445,刻意,Deliberate
10446,产,Produce
10447,肃静,quiet
10448,饱,full
10449,報警,Alarm
10450,比例,Proportion
10451,亚当斯,Adams
10452,说道,Said
10453,下毒,Poisoning
10454,刺青,Tattoo
10455,格蕾丝,Grace
10456,有心,Careful
10457,保持联系,Stay Connected
10458,有用吗,Is it useful?
10459,解密,Decryption
10460,带点,With a little
10461,界限,limit
10462,按计划,According to plan
10463,减速,slow down
10464,发行,issued
10465,某事,Something
10466,第四季,Season 4
10467,勒死,Strangulation
10468,奖杯,Trophies
10469,皇宫,Royal Palace
10470,烤箱,oven
10471,恐懼,Fear
10472,沃伦,Warren
10473,有机,organic
10474,激发,excitation
10475,天然,natural
10476,性欲,sexual desire
10477,大猩猩,Gorillas
10478,传输,transmission
10479,源,source
10480,德克,Dirk
10481,苇,reed
10482,線,String
10483,疑,suspect
