中文,English
意大利人,Italian
先是,First
挺不错,Very good
左转,Turn left
培养,nourish
肈,南
帐户,account
正当,Justification
怜悯,mercy
困境,Dilemma
摩托,Motorcycle
提问,Ask a Question
阿宝,Po
大战,War
赋予,Endow
租金,rent
最有,Most
娜娜,Nana
终身,lifelong
哈佛,Harvard
老家,Hometown
思念,miss
头疼,Headache
杰出,Outstanding
起初,at first
派克,Parker
多謝,Thank you
两样,Two
米兰,Milan
守住,Hold
刘,Liu
磁带,Tape
儘,Try
一會,A moment
艾米丽,Emily
寡妇,widow
遍,all over
莫莉,Molly
盒,box
迪伦,Dylan
三周,Three weeks
互联网,internet
安定,stable
男子汉,man
发财,Get rich
上个月,last month
一早,Early in the morning
强盗,robber
通信,communication
开工,start
托比,Toby
创建,create
门外,Outside the door
洱,Er
共度,Spend time together
没得,No
真主,Allah
赔偿,compensation
爱上你,Fall in love with you
虚弱,weak
一代,generation
共事,Working together
脂肪,Fat
别问,Don't ask
提及,Mention
换成,Replace
手機,mobile phone
这招,This trick
决斗,duel
请来,Please come
加班,work overtime
不覺,Unaware
犯法,Breaking the law
克洛伊,Chloe
扩大,expand
搞不好,Not good
带回家,Take it Home
賭,Gambling
景色,view
俘虏,captive
戴着,Wearing
压,Pressure
里昂,Lyon
張,Sheet
担保,guarantee
上将,General
今夜,Tonight
下水,Getting in the water
弄出来,Get it out
娜塔莉,Natalie
灰,Ash
不问,Don't ask
利润,profit
玂,玂
窒息,asphyxia
秆,stalk
政客,politician
驾,drive
厄尔,Earl
枪支,firearms
盯上,Target
影響,influence
加斯,Gass
經過,pass
芯片,chip
朮,Atractylodes
护送,escort
无需,No need
監獄,Prison
那群,That group
新魏,New Wei
炸掉,Blow up
適合,Suit
终点,end
表現,Performance
還會,Will
小宝贝,Little baby
校對,Proofreading
后院,backyard
吉娜,Gina
蔼,Kind
中國,China
血统,Bloodline
威,Wei
无人机,Drones
生命危险,Life-threatening
吞,swallow
迈尔斯,Myers
极大,great
忠实,loyal
凶,fierce
衣柜,Wardrobe
使劲,Try your best
奖学金,scholarship
损坏,damage
效力,Effectiveness
福利,Welfare
狂热,fanaticism
敞开,Open
伊莱,Eli
河边,riverside
缘故,reason
坑,pit
出差,On business trip
加点,Add points
还行,good
母狗,Bitch
松鼠,squirrel
校园,campus
封闭,Closed
试一下,Try it
当晚,That night
走到,Walk to
更新,renew
汗,sweat
制片,Producer
屏幕,Screen
厌恶,disgust
辆车,Car
星期二,Tuesday
安宁,peaceful
机关,organ
高速,high speed
乘坐,Ride
姑姑,aunt
这幅,This
肯特,Kent
阻挡,Block
世间,The world
肥,Fat
色彩,color
最小,Minimum
康纳,Connor
写下,Write down
朝着,Towards
下山,Going Down the Mountain
周四,Thursday
管家,housekeeper
蚂蚁,Ant
稳住,Steady
昂贵,expensive
认同,Identification
编号,serial number
无关紧要,Not relevant
一邊,One side
澳大利亚,Australia
师兄,Senior
摇,shake
伊森,Ethan
锁上,Lock
拽,Pull
快点儿,Hurry up
气息,breath
引,lead
一级,Level 1
亲生,Biological
喵,Meow
黛比,Debbie
旨意,Purpose
景象,scene
摔跤,Wrestling
梅森,Mason
看得出,Can see
姑妈,aunt
沼泽,swamp
樓,Floor
失误,Errors
名称,name
杰作,masterpiece
驴,donkey
同樣,Same
瑞典,Sweden
并不知道,Don't know
别理,Don't bother
找些,Find some
赛车,Racing
火车站,TRAIN STATION
烂摊子,Mess
之声,Voice
业余,amateur
装修,furnish
商场,shopping mall
履行,fulfill
出去玩,Go out and play
过会,After a meeting
野心,Ambition
遗体,remains
赫,He
窗帘,curtain
爱因斯坦,Albert Einstein
下楼,Go downstairs
打搅,disturb
奈特,Knight
吊死,Hanged
堡垒,fortress
他用,He used
付给,Pay
力克,Rick
潜入,sneak into
咆哮,roar
斯大林,Stalin
见过面,Met
英,Britain
同胞,Fellow
从中,from
女仆,Maid
一班,Class 1
战,war
選,Select
德里克,Derek
罕见,rare
老板娘,Boss Lady
情报局,Intelligence Bureau
迫不及待,Can't wait
兼,simultaneous
请便,Please
步行,walk
那時,At that time
规模,scale
快逃,Run away
薯条,fries
爱我吗,Do you love me?
怎么弄,How to do it
引诱,Lure
怪不得,No wonder
战舰,Battleship
备用,spare
豪华,luxury
行為,behavior
喲,Yo
角,horn
誓,oath
更是,More
气球,balloon
就象,Just like
司令官,Commander
病情,Condition
阳台,balcony
共享,shared
语,language
汽车旅馆,Motel
黑洞,Black Hole
采用,use
妖,Monster
低估,underestimate
集会,assembly
涂,Paint
时会,Time
將會,Will
部位,Location
保持沉默,Keep silent
小型,Small
佛罗里达,Florida
炫耀,show off
懷疑,Doubt
统一,unified
太漂亮,Too beautiful
娘娘腔,Sissy
枪手,Gunner
我国,my country
帕克,Parker
分成,Divide
妄想,Delusion
我以,I
闽,Fujian
克劳,Crowe
冰冷,Cold
底特律,Detroit
改革,reform
刷,brush
那家,That one
雅,elegant
太高,Too high
搬出去,Move out
阿拉,Allah
罗素,Russell
库珀,Cooper
冰块,Ice cubes
失敗,Fail
我救,I rescue
决不,never
频率,frequency
打給,Call
差别,difference
宪法,constitution
强调,emphasize
北极,Arctic
模拟,simulation
胆量,courage
两倍,double
嘅,可
急救,first aid
共和国,Republic
前夫,Ex-husband
洋葱,onion
敵人,Enemies
这倒,This is
组长,Team Leader
归来,Return
运用,use
陈述,statement
接待,Reception
宫,palace
沙子,sand
米拉,Mira
恶意,Malicious
桶,bucket
吃醋,Jealousy
两句,Two sentences
库,Library
叶,leaf
愛情,Love
这真,This is true
料,material
真要,Really
乔丹,Jordan
处死,Execution
自以为是,opinionated
圣斗士,Saint Seiya
举起手来,Hands up
庆幸,Rejoice
關心,Care
出错,Error
瘋狂,Crazy
血管,Blood vessel
和解,reconciliation
解救,rescue
特意,specially
震撼,Shock
總統,President
樣,Like
向下,down
扔进,Throw in
莎莉,Sally
伍德,Wood
服务生,Waiter
符号,symbol
发起,Initiate
神像,Idols
之子,son
飛,Fly
一秒,One second
逃亡,escape
上诉,appeal
平均,average
車,vehicle
职员,staff
骗局,scam
偏偏,But
正常人,Normal people
岛屿,islands
网,net
錯誤,Mistake
这么回事,This is what happened
会上,At the meeting
加里,Gary
船只,vessel
太糟,Too bad
担忧,Concerns
迟早会,Sooner or later
顺序,order
有话,Have a message
精英,Elite
瘟疫,plague
我出,I'm out
不带,Without
数到,Count to
封面,Cover
料理,Cuisine
激怒,irritate
个头,Head
长相,Appearance
歷史,History
哪边,Which side
差一点,Almost
谈恋爱,fall in love
卫生间,bathroom
阁楼,attic
十足,Full
喜剧,comedy
癘,Swelling
点火,ignition
星期三,Wednesday
房屋,houses
司令部,headquarters
趕,rush
协调,coordination
舞者,Dancer
束缚,Bondage
機,Machine
讲述,Narration
乾,Dry
洗手,handwashing
零钱,small change
阿拉伯,Arab
缺陷,defect
以免,so as not to
一块儿,together
拿掉,Take it away
曝光,exposure
捣乱,make trouble
集体,collective
特征,feature
戈,Ge
缺点,shortcoming
徽章,badge
电线,electric wire
糑,Rice cake
欧元,EUR
德尔,Del
操蛋,Fuck
並,and
回避,avoid
扳机,trigger
供应,supply
穿著,Clothing
天主教,Catholic
况且,Besides
戰鬥,Battle
能耐,ability
艾瑞克,Eric
汉斯,Hans
別說,Don't say
表妹,cousin
哈罗德,Harold
圆,round
包装,Package
法郎,franc
辉煌,brilliant
印,print
使者,messenger
反應,Reaction
沒法,No way
箱,box
一大笔钱,A large sum of money
牢,prison
可要,Yes
私事,Personal matters
粉,pink
偷来,Stolen
五百,five hundred
没理由,No reason
蜜月,Honeymoon
資料,material
牧场,pasture
很难说,It's hard to say
找死,court death
右转,Turn right
推出,roll out
外人,outsider
必定,Definitely
近来,recently
一切都在,Everything is
墓,tomb
汉弗莱,Humphrey
写信给,Write to
树木,Trees
丫头,Girl
口供,Confession
不用谢,You're welcome
拨,dial
美麗,beauty
险,risk
哪种,Which
妓院,brothel
杆,Rod
偷东西,Stealing
實際,Practical
脚趾,toe
队友,teammate
台湾,Taiwan
別動,Don't move
遺憾,Regret
名誉,reputation
会派,Will send
资助,Funding
分心,Distractions
气候,climate
事务,Transactions
首尔,Seoul
废,Waste
软,soft
罩,cover
赦免,pardon
兇手,The murderer
原地,Original Place
恶化,deterioration
帕蒂,Patty
理性,reason
九个,nine
仙子,Fairy
战斗机,fighter
宁静,peaceful
山羊,goat
送走,Send away
美食,gourmet food
冲击,Shock
领,collar
丑闻,scandal
品牌,brand
上衣,Jacket
老友,Old Friend
潜在,potential
圈套,trap
老头子,Old Man
官司,lawsuit
生于,Born
越來,More and more
占据,occupy
巨星,Superstar
拖延,procrastination
好意,kindness
别生气,Don't be angry
拉姆,Ram
黄油,butter
破碎,broken
天花板,ceiling
金字塔,pyramid
服务器,server
邓肯,Duncan
施,Shi
坠落,come down
罗莎,Rosa
跌,fall
紐約,New York
住所,residence
查到,Found
性别,gender
提交,submit
报答,repay
我开,I open
一个男孩,A boy
二位,Second place
烧毁,burn
脱衣服,Take off your clothes
科林,Colin
高尚,noble
蟑螂,cockroach
黑社会,Underworld
两边,Both Sides
劲,strength
再见面,See you again
焊,weld
屈服,yield
转过身,Turn around
会到,Will arrive
大伙儿,Guys
一招,One move
回想,recall
黑客,hacker
领导人,leader
毛衣,sweater
大忙,Very busy
王牌,trump card
泰,Thai
上头,Top
夜间,at night
正確,correct
先去,Go first
说点,Say something
咨询,consult
凯勒,Keller
坐标,coordinate
递给,Hand
管好,Manage well
格拉,Gera
乾杯,Cheers
这艘,This
吊,Hanging
架飞机,Aircraft
尝,taste
本片,This film
埋伏,ambush
蒙特,Monte
谎话,lie
市区,Urban area
杨,Yang
销毁,destroy
不光,not only
我媽,My mom
反映,reflect
茉莉,Jasmine
給他,Give him
过时,Outdated
第二季,Season 2
总裁,President
炮,gun
执照,license
逃出去,Get out
收买,buy
数目,number
堆,heap
恶棍,douchebag
终,end
高地,Highlands
土,earth
四天,Four days
买家,Buyers
那太,That's too
地带,zone
前门,Front door
再试一次,Try again
太酷,Too cool
殖民地,colony
温,temperature
绝不能,Absolutely not
琴,Qin
夸奖,Praise
察觉,aware
部份,Part
胡闹,Nonsense
贫穷,poverty
离谱,Outrageous
猪肉,pork
另一半,The Other Half
顶级,Top
月光,moonlight
推翻,overthrow
米尔,Mir
綁,Tie
做错,Doing wrong
大學,University
安德森,Anderson
欸,Hey
三位,Three
前提,premise
意味著,Meaning
在内,Inside
宫殿,palace
两份,Two servings
眼看,Seeing
河里,River
一击,One Hit
露面,Appearance
鱼雷,torpedo
条款,Terms
待遇,treatment
负,burden
检验,test
先回去,Go back first
录影带,Video tape
世代,generations
凶器,murder weapon
一張,One
升级,upgrade
雅各,Jacob
引用,References
这颗,This
捏,pinch
泄漏,leakage
豆子,beans
尼基塔,Nikita
时速,Speed
不在意,Don't care
事态,situation
万物,Everything
方位,position
探員,Agent
根據,according to
未必,not necessarily
冲浪,surf
出示,show
末日,end
柜子,cabinet
海报,poster
小声点,Keep your voice down
天地,world
摘,Extract
最早,Earliest
西德,West Germany
打开门,Open the door
尋找,Search
建筑物,building
萨尔,Sal
趴在,Lying down
推迟,put off
應,Should
還活,Still alive
另一方面,on the other hand
超級,Super
再也不能,Never again
阿尔伯特,Albert
尼亚,Nia
介紹,introduce
放进去,Put it in
掌管,In Charge
诺曼,Norman
遵循,follow
茱莉亚,Julia
颤抖,Tremor
买个,Buy one
那间,That room
乱跑,Running around
手脚,Hands and feet
肖,resemble
撤销,Revocation
谈一谈,Let's talk
白兰地,Brandy
草原,grassland
进城,Going into the city
罪过,Sin
悲痛,Grief
幽默感,sense of humor
结尾,Conclusion
充足,adequate
贩毒,Drug trafficking
喜悦,joy
妈呀,OMG
一刀,One Knife
桑,mulberry
帅气,Handsome
南希,Nancy
此次,This time
選手,player
审查,Review
廉价,cheap
几句话,A few words
山顶,The Peak
制片人,Producer
这车,This car
再会,Goodbye
爱河,Love River
婓,婓
菜鸟,Rookie
奇特,strange
意,meaning
及其,and
金融,finance
振作起来,cheer up
多莉,Dolly
总督,Governor
西雅图,Seattle
伯特,Bert
帶來,Bring
之用,Use
危害,harm
金币,gold
盟友,ally
明亮,Bright
猩猩,Chimpanzees
务必,be sure
年度,year
探望,visit
立正,stand at attention
上下,up and down
真實,real
推动,promote
记下,Note
你媽,Your mother
靈魂,Soul
罗密欧,Romeo
气色,Complexion
牵扯,involve
射中,Hit
莉娅,Leah
正事,Business
球场,court
苦难,suffering
酋长,Chieftain
拍卖,auction
冤枉,Unjust
潜力,potential
功劳,Credit
盢,Leave
回收,Recycle
马路,road
支撑,support
抄,copy
這也,This also
脏话,bad language
零件,Component
优先,priority
灭绝,Extinction
筹码,Chips
性生活,Sexual life
凡人,mortal
研究所,graduate School
壓力,pressure
一塊,One piece
终极,ultimate
句,sentence
交叉,cross
传染,infect
包里,Baoli
還以,Also
订单,Order
晒,sun
防卫,defensive
野餐,picnic
关在,Close
健身,fitness
特效,Special Effects
流言,gossip
空虚,emptiness
梯子,ladder
条路,Road
鑰匙,Key
孤儿院,Orphanage
忠告,advice
皑,Alas
语气,Tone
半天,long time
下个月,next month
天吶,God
前行,Moving forward
闯,Break
倒数,reciprocal
有天,One day
麻醉,anaesthetization
知名,famous
里边,inside
探险,Adventure
撑住,Hold on
调情,flirt
松开,release
指向,point to
管理员,administrator
结,Knot
追随,follow
打碎,Break
布什,Bush
找個,Find one
有太多,There are too many
大学生,college students
辨,Identify
一帮,A gang
大西洋,Atlantic
肥皂,Soap
刺客,assassin
谷,valley
纸条,Note
罗恩,Ron
缓慢,slow
念书,study
公子,Son
盲目,Blind
不愧,Worthy
忽视,Ignore
鲜花,Flowers
支配,Dominate
方舟,ark
夏洛克,Sherlock
露营,camping
伤亡,casualties
虔诚,Pious
旅客,Travelers
哲学,philosophy
职业生涯,Career
一栋,One
并非如此,Not really
分辨,Distinguish
特地,specially
书上,Book
利息,Interest
小提琴,violin
坠入,Fall
現,Now
自行,By bike
特权,privilege
格雷格,Greg
雄,male
飞翔,fly
情节,plot
面条,Noodle
领主,Lord
那套,That set
精,Refined
偷窃,theft
桑德斯,Sanders
纠缠,Entanglement
注视,Watch
抚摸,Caress
吴,Wu
活命,Survive
大屠杀,The Holocaust
的士,Taxi
武力,force
几位,Several
列,List
灭亡,Destruction
要用,To use
衄,bleed at the nose
人住,People live
仗,battle
减肥,lose weight
少数,few
伊娃,Eva
囚禁,captivity
把头,Head
发抖,trembling
响起,Ring
容,Allow
通向,Leading to
针,Needle
养活,feed
看得见,visible
仔细听,Listen carefully
材,material
記憶,Memory
难民,refugee
无处不在,Ubiquitous
十五,fifteen
霍,Huo
赶时间,Hurry
到家,Home
骨折,fracture
登机,Boarding
璸,pearl
闪耀,shine
烤肉,Barbecue
穷,poverty
系統,System
最低,lowest
一带,Belt
中枪,Shot
基佬,Gay
